64	428	0.014750957489
128	1224	0.0539858341217
128	1373	0.0657091140747
16	58	0.000360012054443
64	373	0.00629186630249
64	385	0.00693106651306
64	347	0.0056619644165
16	86	0.000585794448853
16	45	0.000255823135376
16	30	0.000173091888428
64	364	0.00631093978882
512	10741	4.05641508102
32	85	0.000707149505615
32	79	0.000777959823608
1024	31510	47.5072579384
256	3995	0.544353961945
32	83	0.000607967376709
256	3773	0.494899988174
1024	32273	57.3655061722
16	30	0.000297069549561
64	166	0.00161504745483
64	169	0.0023090839386
16	47	0.000417947769165
16	38	0.000720024108887
64	178	0.0022029876709
32	186	0.00281405448914
32	145	0.00165700912476
32	147	0.00182509422302
32	110	0.0012218952179
128	375	0.00683903694153
1024	3049	0.32804608345
512	3004	0.319319963455
512	3099	0.326506853104
1024	3090	0.304913043976
128	363	0.0065450668335
1024	3071	0.286731958389
32	140	0.00164985656738
512	2977	0.294256925583
32	168	0.00223016738892
128	365	0.00617599487305
256	740	0.0186240673065
256	767	0.0201740264893
256	752	0.0207419395447
512	1535	0.0780889987946
128	714	0.0196239948273
1024	6030	1.18571901321
1024	5980	1.14800000191
512	1540	0.0803608894348
1024	31406	43.9667410851
512	1521	0.0819599628448
256	3957	0.517231941223
128	676	0.0165090560913
1024	6153	1.34268593788
128	754	0.0201890468597
64	379	0.00619101524353
256	1499	0.0759561061859
128	1357	0.0613329410553
512	11587	4.65277600288
256	1508	0.0759160518646
16	38	0.000394105911255
16	62	0.000679969787598
256	1492	0.0710761547089
512	11213	4.38851809502
